,,Author,"Author Description",Date,Rating,"Helpful count",Review,"Picture included",Language,"Message Original","Language code","Reviewer Data","Profile Url","Review Url",Photos
11,,"Maddie H","5 reviews","2018-07-04 06:36:36",4,0,,no,,,,"5 reviews",https://www.google.com/maps/contrib/109858943996877029439?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN3dy1idnNBRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICww-bvsAE%7CCgwI9NXx2QUQwMyWggE%7C?hl=en,
12,,"Brent McLean","2 reviews","2018-07-04 06:43:13",5,0,,no,,,,"2 reviews",https://www.google.com/maps/contrib/116779776880660794598?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRalpySXV3RRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICQjZrIuwE%7CCgwIgdnx2QUQwI73qwI%7C?hl=en,
13,,Tommoivre,"Local Guide · 19 reviews","2018-07-04 08:31:37",5,0,"Clean, Close and Cosy!",no,en,"Clean, Close and Cosy!",en,"Local Guide · 19 reviews",https://www.google.com/maps/contrib/109088236704365366536?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURReXNUbERnEAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDQysTlDg%7CCgwI6Yvy2QUQwLaOjwM%7C?hl=en,
14,,"Hayley Prior","13 reviews","2018-07-04 09:06:16",4,0,,no,,,,"13 reviews",https://www.google.com/maps/contrib/106945606462356554903?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNndG9pRi1RRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICgtoiF-QE%7CCgsIiJzy2QUQgL2DFA%7C?hl=en,
15,,"Neil A","Local Guide · 4 reviews","2018-07-04 09:36:33",5,0,,no,,,,"Local Guide · 4 reviews",https://www.google.com/maps/contrib/105046729866418772364?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3Nl9xN1V3EAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICw6_q7Uw%7CCgsIoary2QUQwKzUYw%7C?hl=en,
16,,"Ryan Ilijas","Local Guide · 21 reviews","2018-07-04 10:36:03",4,0,,no,,,,"Local Guide · 21 reviews",https://www.google.com/maps/contrib/112286250758601037923?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURRb2REMkdnEAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDQodD2Gg%7CCgwIk8by2QUQgMfGuQM%7C?hl=en,
17,,"Dean Klemick","Local Guide · 4 reviews","2018-07-04 14:16:44",4,0,,no,,,,"Local Guide · 4 reviews",https://www.google.com/maps/contrib/108515805390758787190?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBdXF1T09REAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDAuquOOQ%7CCgsIzK3z2QUQwILqDQ%7C?hl=en,
18,,"Chicken 104","Local Guide · 26 reviews","2018-07-05 00:13:51",4,0,,no,,,,"Local Guide · 26 reviews",https://www.google.com/maps/contrib/118323980066483635006?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnNUx6Qy1nRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDg5LzC-gE%7CCgwIv8X12QUQgPvPzAM%7C?hl=en,
19,,"Alex and Alyce Piazza","Local Guide · 20 reviews","2018-07-05 00:57:35",5,0,"
https://lh3.googleusercontent.com/geougc-cs/AB3l90DkbF41nrX3BKXAUPVfG-wrBPAAQaHM0tPsutFyLDxvpnLvu8964D9Tjs5lUo6tLfTqvOMzoAsDffEKlqH2OYqteUdlnhrbMpLKdfzcP_7lTGIHxbagk_wvbEAwnTB-VVLXem_J
https://lh3.googleusercontent.com/geougc-cs/AB3l90CsW7H4V7qO7UHizSOyBIHNrQR0G0HUyTBa8z7GLK2LqOl0hByGSgTmaUrQJ2A5COTay6kc6UE1E_-ourEC-69faq8uycbU0oZhrZ_j6I2Gfe2oWiZjZ-oPYgqaFGUc12BqaOo
https://lh3.googleusercontent.com/geougc-cs/AB3l90DkbF41nrX3BKXAUPVfG-wrBPAAQaHM0tPsutFyLDxvpnLvu8964D9Tjs5lUo6tLfTqvOMzoAsDffEKlqH2OYqteUdlnhrbMpLKdfzcP_7lTGIHxbagk_wvbEAwnTB-VVLXem_J
https://lh3.googleusercontent.com/geougc-cs/AB3l90CsW7H4V7qO7UHizSOyBIHNrQR0G0HUyTBa8z7GLK2LqOl0hByGSgTmaUrQJ2A5COTay6kc6UE1E_-ourEC-69faq8uycbU0oZhrZ_j6I2Gfe2oWiZjZ-oPYgqaFGUc12BqaOo",yes,,,,"Local Guide · 20 reviews",https://www.google.com/maps/contrib/101417570883581798753?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURROElEc25BRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDQ8IDsnAE%7CCgwI_9n12QUQgLzwywI%7C?hl=en,"https://lh3.googleusercontent.com/geougc-cs/AB3l90DkbF41nrX3BKXAUPVfG-wrBPAAQaHM0tPsutFyLDxvpnLvu8964D9Tjs5lUo6tLfTqvOMzoAsDffEKlqH2OYqteUdlnhrbMpLKdfzcP_7lTGIHxbagk_wvbEAwnTB-VVLXem_J,https://lh3.googleusercontent.com/geougc-cs/AB3l90CsW7H4V7qO7UHizSOyBIHNrQR0G0HUyTBa8z7GLK2LqOl0hByGSgTmaUrQJ2A5COTay6kc6UE1E_-ourEC-69faq8uycbU0oZhrZ_j6I2Gfe2oWiZjZ-oPYgqaFGUc12BqaOo"
20,,"Bean Ng","Local Guide · 10 reviews","2018-07-05 01:17:45",4,0,"300m slope
https://lh3.googleusercontent.com/geougc-cs/AB3l90BuoUnDP23DkStywaXxLuEb0vQWg6144tGatV7Ptgs_kHfQc0RP9GgENHcN4lYC_rS8XS_k8gC2eE-rsmDB0bM33xgl3fdKdhJzG45XKnlcJE7pe7Q6lZPwqRWz3_l0XGCWAlCk
https://lh3.googleusercontent.com/geougc-cs/AB3l90BuoUnDP23DkStywaXxLuEb0vQWg6144tGatV7Ptgs_kHfQc0RP9GgENHcN4lYC_rS8XS_k8gC2eE-rsmDB0bM33xgl3fdKdhJzG45XKnlcJE7pe7Q6lZPwqRWz3_l0XGCWAlCk",yes,en,"300m slope",en,"Local Guide · 10 reviews",https://www.google.com/maps/contrib/104145064658455098664?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnd00zSnNRRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICgwM3JsQE%7CCgwIueP12QUQgP2ivwM%7C?hl=en,https://lh3.googleusercontent.com/geougc-cs/AB3l90BuoUnDP23DkStywaXxLuEb0vQWg6144tGatV7Ptgs_kHfQc0RP9GgENHcN4lYC_rS8XS_k8gC2eE-rsmDB0bM33xgl3fdKdhJzG45XKnlcJE7pe7Q6lZPwqRWz3_l0XGCWAlCk
21,,"Jeff NoWorries","1 review","2018-07-05 01:27:46",4,0,,no,,,,"1 review",https://www.google.com/maps/contrib/107945747145739604380?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3dzlqREZREAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICww9jDFQ%7CCgwIkuj12QUQgMfGuQM%7C?hl=en,
22,,pieman243,"Local Guide · 22 reviews","2018-07-05 04:17:49",3,0,"Skiing is great. Snow is awesome. MOST staff are friendly,",no,en,"Skiing is great. Snow is awesome. MOST staff are friendly,",en,"Local Guide · 22 reviews",https://www.google.com/maps/contrib/117234159101498086644?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3Z2NPWkJ3EAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICwgcOZBw%7CCgwI7bf22QUQwIykuQI%7C?hl=en,
23,,"Lucinda Harvey","Local Guide · 20 reviews","2018-07-05 08:02:00",5,0,"One of my favorite places to visit",no,en,"One of my favorite places to visit",en,"Local Guide · 20 reviews",https://www.google.com/maps/contrib/111858846280706600343?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN3Mk1xMWxnRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICw2Mq1lgE%7CCgwI-KD32QUQgOPZ-AI%7C?hl=en,
24,,"Jenish Prajapati","Local Guide · 15 reviews","2018-07-05 09:49:13",5,0,"
https://lh3.googleusercontent.com/geougc-cs/AB3l90DpBGH_8EXWZLMVcU8SEssOM9u1IW2Gym2ceaRBhZb5g8ZZ6q6zamAjNvYzVfsNihnDcRh9fsLV2xf2V_7iWZe2efBRANcq2IZlPfFYMK6yTvf0j0Za5asBmw78N3Htb_4pOzg_
https://lh3.googleusercontent.com/geougc-cs/AB3l90DpBGH_8EXWZLMVcU8SEssOM9u1IW2Gym2ceaRBhZb5g8ZZ6q6zamAjNvYzVfsNihnDcRh9fsLV2xf2V_7iWZe2efBRANcq2IZlPfFYMK6yTvf0j0Za5asBmw78N3Htb_4pOzg_",yes,,,,"Local Guide · 15 reviews",https://www.google.com/maps/contrib/101428120322237790995?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBai1PMzdRRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDAj-O37QE%7CCgwImdP32QUQgMe9vwI%7C?hl=en,https://lh3.googleusercontent.com/geougc-cs/AB3l90DpBGH_8EXWZLMVcU8SEssOM9u1IW2Gym2ceaRBhZb5g8ZZ6q6zamAjNvYzVfsNihnDcRh9fsLV2xf2V_7iWZe2efBRANcq2IZlPfFYMK6yTvf0j0Za5asBmw78N3Htb_4pOzg_
25,,"Xavier Ricketts","Local Guide · 113 reviews","2018-07-05 10:11:45",1,1,,no,,,,"Local Guide · 113 reviews",https://www.google.com/maps/contrib/112706706510621994467?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNRdnFDT0NBEAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICQvqCOCA%7CCgsI4d332QUQwMXvcw%7C?hl=en,
26,,"Krizzy Bee","Local Guide · 26 reviews","2018-07-05 11:23:48",5,0,"
https://lh3.googleusercontent.com/geougc-cs/AB3l90Cy082Hj4yxw9Io38Wk9sl_mKzRkCmfoItmkSZ9lf7JC4-zX4CqsD-7eYweVDV6g0bLiYzx6Y2KoHHYBRj7G9RPa-ObUMIcLDiWXnaVFh0BSsoxwm1Ca3-K0v6UxpdpPn9te9U
https://lh3.googleusercontent.com/geougc-cs/AB3l90AZSO11UszkOHNhWyb8OaeJe6DjTSDAc9Sit3UOp38QIQ6WX45Sdz7g31G0whQj0w2Fpp-lfzuux9i3Q-zb2pw1-5V7M86p3dK4Trz2VrZ1kcArKrxA_Y-nimLLQ3WsrMUtwkot
https://lh3.googleusercontent.com/geougc-cs/AB3l90Cy082Hj4yxw9Io38Wk9sl_mKzRkCmfoItmkSZ9lf7JC4-zX4CqsD-7eYweVDV6g0bLiYzx6Y2KoHHYBRj7G9RPa-ObUMIcLDiWXnaVFh0BSsoxwm1Ca3-K0v6UxpdpPn9te9U
https://lh3.googleusercontent.com/geougc-cs/AB3l90AZSO11UszkOHNhWyb8OaeJe6DjTSDAc9Sit3UOp38QIQ6WX45Sdz7g31G0whQj0w2Fpp-lfzuux9i3Q-zb2pw1-5V7M86p3dK4Trz2VrZ1kcArKrxA_Y-nimLLQ3WsrMUtwkot",yes,,,,"Local Guide · 26 reviews",https://www.google.com/maps/contrib/104953868149254982530?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURRcElTelZnEAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDQpISzVg%7CCgwIxP_32QUQwOW6jAI%7C?hl=en,"https://lh3.googleusercontent.com/geougc-cs/AB3l90Cy082Hj4yxw9Io38Wk9sl_mKzRkCmfoItmkSZ9lf7JC4-zX4CqsD-7eYweVDV6g0bLiYzx6Y2KoHHYBRj7G9RPa-ObUMIcLDiWXnaVFh0BSsoxwm1Ca3-K0v6UxpdpPn9te9U,https://lh3.googleusercontent.com/geougc-cs/AB3l90AZSO11UszkOHNhWyb8OaeJe6DjTSDAc9Sit3UOp38QIQ6WX45Sdz7g31G0whQj0w2Fpp-lfzuux9i3Q-zb2pw1-5V7M86p3dK4Trz2VrZ1kcArKrxA_Y-nimLLQ3WsrMUtwkot"
27,,"Caleb P","Local Guide · 4 reviews","2018-07-05 15:41:13",5,0,,no,,,,"Local Guide · 4 reviews",https://www.google.com/maps/contrib/111591208763968102287?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3elk2aGZBEAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICwzY6hfA%7CCgwImfj42QUQgO2BsAM%7C?hl=en,
28,,"Sam Sammour","Local Guide · 82 reviews","2018-07-05 20:36:12",5,0,"Wonderful experiencing the best snow country has to offer & I don't even have to  fly OS. Really nice drive down too & must stop in at the Wild Brumby for a schnapps sampler just before.",no,en,"Wonderful experiencing the best snow country has to offer & I don't even have to  fly OS. Really nice drive down too & must stop in at the Wild Brumby for a schnapps sampler just before.",en,"Local Guide · 82 reviews",https://www.google.com/maps/contrib/114234272972570240883?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBNFpUYUJREAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDA4ZTaBQ%7CCgwIvIL62QUQgMSznAE%7C?hl=en,
29,,"ratama jumroonsiri","6 reviews","2018-07-05 23:34:11",5,0,"Always have a good time going to Perisher",no,en,"Always have a good time going to Perisher",en,"6 reviews",https://www.google.com/maps/contrib/100491926285700537011?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnOElYaHRnRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICg8IXhtgE%7CCgwI89X62QUQwKDiswE%7C?hl=en,
30,,"Karan Talwar","Local Guide · 17 reviews","2018-07-06 03:53:01",5,0,,no,,,,"Local Guide · 17 reviews",https://www.google.com/maps/contrib/109443443152710402822?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNBeEpmNld3EAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICAxJf6Ww%7CCgwInc_72QUQgIadwAM%7C?hl=en,
31,,"Ryan Kim","3 reviews","2018-07-06 04:31:59",3,0,Good,no,en,Good,en,"3 reviews",https://www.google.com/maps/contrib/111786862141079585486?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRMXZLWDV3RRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICQ1vKX5wE%7CCgwIv-H72QUQwPqmvQE%7C?hl=en,
32,,"Zeke Simon","3 reviews","2018-07-06 06:33:35",5,0,"Very nice weather for this ski season however strong winds had some of lifts closed",no,en,"Very nice weather for this ski season however strong winds had some of lifts closed",en,"3 reviews",https://www.google.com/maps/contrib/113909842275503204657?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNBZ01yZ2dnRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICAgMrgggE%7CCgsIv5r82QUQwOKwaQ%7C?hl=en,
33,,"Emidio Boto","Local Guide · 16 reviews","2018-07-06 08:03:27",4,1,"Great, but they have officially banned tobogganing... which now makes the place redundant for newcomers",no,en,"Great, but they have officially banned tobogganing... which now makes the place redundant for newcomers",en,"Local Guide · 16 reviews",https://www.google.com/maps/contrib/116295252885626042868?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURReVpIMGdRRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDQyZH0gQE%7CCgwIz8T82QUQgMya1QM%7C?hl=en,
34,,"Xavia Hill","13 reviews","2018-07-06 09:34:16",4,0,"Good, mainly went for the snow but it was early in the season so a bit icy",no,en,"Good, mainly went for the snow but it was early in the season so a bit icy",en,"13 reviews",https://www.google.com/maps/contrib/108045670263109153474?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRbmZxUjN3RRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICQnfqR3wE%7CCgwImO_82QUQwL-IkAM%7C?hl=en,
35,,Lil,"Local Guide · 136 reviews","2018-07-06 10:34:18",4,0,"Great snow",no,en,"Great snow",en,"Local Guide · 136 reviews",https://www.google.com/maps/contrib/104494231544036043022?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNnc2Y2MmJBEAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICgsf62bA%7CCgwIqov92QUQgLPt0AE%7C?hl=en,
36,,"Nhan Dinh-VU","4 reviews","2018-07-06 11:04:49",5,0,"Amazing experience every time.",no,en,"Amazing experience every time.",en,"4 reviews",https://www.google.com/maps/contrib/112138687163046532267?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURnalpmeEhBEAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDgjZfxHA%7CCgwI0Zn92QUQwJTwgwI%7C?hl=en,
37,,"H Ye","Local Guide · 310 reviews","2018-07-06 12:23:25",5,0,"Beautiful place after fresh snow⛷ located right in front of lifts. There is heater everywhere even in toilets 😬
https://lh3.googleusercontent.com/geougc-cs/AB3l90DZgNZPa24F_7xuOxTxWpnxE9fLxQpo5pgrdTJ7gHdN6nfdKiBuUMIgq_liXagERri_GGiUc1OrhZEuKQv2RKL-l10htFdZdXgJxgdcximVxfkSmV3nGZcXmJUse5_6pt1gL1uU
https://lh3.googleusercontent.com/geougc-cs/AB3l90DZgNZPa24F_7xuOxTxWpnxE9fLxQpo5pgrdTJ7gHdN6nfdKiBuUMIgq_liXagERri_GGiUc1OrhZEuKQv2RKL-l10htFdZdXgJxgdcximVxfkSmV3nGZcXmJUse5_6pt1gL1uU",yes,en,"Beautiful place after fresh snow⛷ located right in front of lifts. There is heater everywhere even in toilets 😬",en,"Local Guide · 310 reviews",https://www.google.com/maps/contrib/107156463819925078990?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNnN3ItclFREAE!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICg7r-rQQ%7CCgwIvb792QUQwM3WrAM%7C?hl=en,https://lh3.googleusercontent.com/geougc-cs/AB3l90DZgNZPa24F_7xuOxTxWpnxE9fLxQpo5pgrdTJ7gHdN6nfdKiBuUMIgq_liXagERri_GGiUc1OrhZEuKQv2RKL-l10htFdZdXgJxgdcximVxfkSmV3nGZcXmJUse5_6pt1gL1uU
38,,"Josh Gillroy","5 reviews","2018-07-06 13:31:31",5,0,,no,,,,"5 reviews",https://www.google.com/maps/contrib/106447683362700164827?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnbzlXX3hBRRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDgo9W_xAE%7CCgwIs9792QUQwOeW-QI%7C?hl=en,
39,,"Anirudh G","Local Guide · 67 reviews","2018-07-06 23:34:33",4,0,,no,,,,"Local Guide · 67 reviews",https://www.google.com/maps/contrib/115217311582576616763?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnbE5qanZ3RRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgIDglNjjvwE%7CCgwIifn_2QUQwK2LlAI%7C?hl=en,
40,,"Sanchia Parker","Local Guide · 67 reviews","2018-07-07 00:06:16",3,0,,no,,,,"Local Guide · 67 reviews",https://www.google.com/maps/contrib/110117336469227037971?hl=en,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNBX0llNjB3RRAB!2m1!1s0x0:0x1416d45ac569b326!3m1!1s2@1:CIHM0ogKEICAgICA_Ie60wE%7CCgsI-IeA2gUQwM-OMQ%7C?hl=en,
